Date,Upstream Depth (ft),Downstream Depth (ft)
2023-12-03,0.82,3.48
2023-12-04,0.83,3.52
2023-12-05,0.83,3.56
2023-12-06,0.83,3.5
2023-12-07,0.83,3.47
2023-12-08,0.83,3.46
2023-12-09,0.83,3.49
2023-12-10,0.83,3.46
2023-12-11,0.83,3.47
2023-12-12,0.82,3.45
2023-12-13,0.82,3.46
2023-12-14,0.82,3.46
2023-12-15,0.82,3.47
2023-12-16,0.82,3.46
2023-12-17,0.82,3.46
2023-12-18,0.82,3.47
2023-12-19,0.82,3.47
2023-12-20,0.82,3.48
2023-12-21,0.82,3.48
2023-12-22,0.82,3.48
2023-12-23,0.82,3.48
2023-12-24,0.82,3.48
2023-12-25,0.82,3.49
2023-12-26,0.82,3.52
2023-12-27,0.82,3.53
2023-12-28,0.82,3.52
2023-12-29,0.83,3.5
2023-12-30,0.83,3.5
2023-12-31,0.83,3.5
2024-01-01,0.83,3.5
2024-01-02,0.83,3.51
2024-01-03,0.82,3.53
2024-01-04,0.82,3.54
2024-01-05,0.82,3.52
2024-01-06,0.82,3.52
2024-01-07,0.82,3.49
2024-01-08,0.82,3.49
2024-01-09,0.82,3.52
2024-01-10,0.82,3.5
2024-01-11,0.83,3.53
2024-01-12,0.82,3.52
2024-01-13,0.83,3.49
2024-01-14,0.83,3.51
2024-01-15,0.83,3.52
2024-01-16,0.83,3.49
2024-01-17,0.85,3.51
2024-01-18,0.82,3.57
2024-01-19,0.84,3.52
2024-01-20,0.82,3.5
2024-01-21,0.83,3.5
2024-01-22,0.83,3.51
2024-01-23,0.83,3.5
2024-01-24,0.82,3.51
2024-01-25,0.83,3.52
2024-01-26,0.83,3.52
2024-01-27,0.83,3.51
2024-01-28,0.83,3.5
2024-01-29,0.83,3.5
2024-01-30,0.83,3.51
2024-01-31,0.83,3.51
2024-02-01,0.83,3.51
2024-02-02,0.83,3.5
2024-02-03,0.83,3.54
2024-02-04,0.83,3.53
2024-02-05,0.83,3.52
2024-02-06,0.84,3.54
2024-02-07,0.83,3.55
2024-02-08,0.83,3.61
2024-02-09,0.83,3.56
2024-02-10,0.83,3.55
2024-02-11,0.83,3.56
2024-02-12,0.83,3.56
2024-02-13,0.83,3.56
2024-02-14,0.83,3.55
2024-02-15,0.84,3.53
2024-02-16,0.84,3.59
2024-02-17,0.85,3.58
2024-02-18,0.84,3.56
2024-02-19,0.85,3.57
2024-02-20,0.85,3.56
2024-02-21,0.85,3.72
2024-02-22,0.86,3.86
2024-02-23,0.85,3.79
2024-02-24,0.85,3.72
2024-02-25,0.85,3.66
2024-02-26,0.85,3.64
2024-02-27,0.86,3.75
2024-02-28,0.85,3.69
2024-02-29,0.85,3.64
2024-03-01,0.85,3.61
2024-03-02,0.86,3.74
2024-03-03,0.86,3.8
2024-03-04,0.85,3.68
2024-03-05,0.85,3.62
2024-03-06,0.85,3.6
2024-03-07,0.85,3.64
2024-03-08,0.85,3.69
2024-03-09,0.85,3.65
2024-03-10,0.85,3.65
2024-03-11,0.86,3.68
2024-03-12,0.86,3.65
2024-03-13,0.86,3.61
2024-03-14,0.86,3.66
2024-03-15,0.86,3.61
2024-03-16,0.86,3.58
2024-03-17,0.87,3.58
2024-03-18,0.87,3.57
2024-03-19,1.17,4.09
2024-03-20,1.18,4.12
2024-03-21,1.17,4.13
2024-03-22,1.17,4.13
2024-03-23,1.17,4.14
2024-03-24,1.17,4.14
2024-03-25,1.18,4.16
2024-03-26,1.17,4.15
2024-03-27,1.16,4.14
2024-03-28,1.16,4.14
2024-03-29,1.17,4.21
2024-03-30,1.16,4.16
2024-03-31,1.17,4.18
2024-04-01,1.17,4.19
2024-04-02,1.16,4.16
2024-04-03,1.17,4.14
2024-04-04,1.17,4.15
2024-04-05,1.16,4.13
2024-04-06,1.16,4.16
2024-04-07,1.17,4.14
2024-04-08,1.17,4.16
2024-04-09,1.17,4.13
2024-04-10,1.17,4.11
2024-04-11,1.18,4.11
2024-04-12,1.17,4.12
2024-04-13,1.17,4.11
2024-04-14,1.17,4.12
2024-04-15,1.18,4.13
2024-04-16,1.18,4.16
2024-04-17,1.17,4.16
2024-04-18,1.65,4.94
2024-04-19,1.64,4.95
2024-04-20,1.63,4.93
2024-04-21,1.64,4.94
2024-04-22,1.64,4.97
2024-04-23,1.66,4.99
2024-04-24,1.66,5.01
2024-04-25,1.65,5.02
2024-04-26,1.64,5.06
2024-04-27,1.65,5.01
2024-04-28,1.65,5.01
2024-04-29,1.66,5.0
2024-04-30,1.65,4.97
2024-05-01,1.66,5.06
2024-05-02,1.97,5.4
2024-05-03,1.97,5.57
2024-05-04,1.98,5.58
2024-05-05,1.97,5.56
2024-05-06,1.97,5.6
2024-05-07,1.65,5.32
2024-05-08,1.64,5.07
2024-05-09,1.64,5.06
2024-05-10,1.64,5.07
2024-05-11,1.65,5.05
2024-05-12,1.65,5.04
2024-05-13,1.65,5.05
2024-05-14,1.64,5.07
2024-05-15,1.64,5.05
2024-05-16,1.64,5.09
2024-05-17,1.63,5.01
2024-05-18,1.61,4.97
2024-05-19,1.6,4.98
2024-05-20,1.61,5.06
2024-05-21,1.59,5.03
2024-05-22,1.59,5.01
2024-05-23,1.6,4.98
2024-05-24,1.6,4.97
2024-05-25,1.99,5.29
2024-05-26,2.03,5.78
2024-05-27,2.03,5.7
2024-05-28,2.02,5.67
2024-05-29,2.04,5.67
2024-05-30,1.98,5.67
2024-05-31,2.33,6.2
2024-06-01,2.34,6.21
2024-06-02,2.78,6.77
2024-06-03,2.94,7.25
2024-06-04,3.25,7.39
2024-06-05,3.27,7.62
2024-06-06,3.12,7.59
2024-06-07,3.09,7.25
2024-06-08,2.96,7.09
2024-06-09,2.94,7.09
2024-06-10,2.95,7.08
2024-06-11,3.07,7.23
2024-06-12,2.87,6.98
2024-06-13,2.8,6.77
2024-06-14,2.45,6.28
2024-06-15,2.17,5.92
2024-06-16,2.14,5.78
2024-06-17,2.16,5.81
2024-06-18,2.23,5.94
2024-06-19,2.23,5.9
2024-06-20,2.13,5.75
2024-06-21,1.81,5.25
2024-06-22,1.45,4.7
2024-06-23,1.43,4.62
2024-06-24,1.44,4.63
2024-06-25,1.43,4.63
2024-06-26,1.43,4.57
2024-06-27,1.42,4.57
2024-06-28,1.43,4.7
2024-06-29,1.45,4.63
2024-06-30,1.43,4.62
2024-07-01,1.43,4.62
2024-07-02,1.48,4.54
2024-07-03,1.49,4.68
2024-07-04,1.48,4.68
2024-07-05,1.5,4.7
2024-07-06,1.49,4.68
2024-07-07,1.5,4.67
2024-07-08,1.47,4.61
2024-07-09,0.93,3.77
2024-07-10,0.88,3.63
2024-07-11,0.86,3.61
2024-07-12,0.83,3.6
2024-07-13,0.85,3.62
2024-07-14,0.84,3.62
2024-07-15,0.84,3.63
2024-07-16,0.87,3.73
2024-07-17,0.87,3.56
2024-07-18,0.88,3.62
2024-07-19,0.88,3.6
2024-07-20,0.89,3.63
2024-07-21,0.87,3.58
2024-07-22,0.91,3.63
2024-07-23,0.9,3.6
2024-07-24,0.83,3.5
2024-07-25,0.88,3.6
2024-07-26,0.89,3.57
2024-07-27,0.9,3.61
2024-07-28,0.88,3.61
2024-07-29,0.91,3.64
2024-07-30,0.87,3.59
2024-07-31,0.89,3.58
2024-08-01,0.89,3.58
2024-08-02,0.88,3.59
2024-08-03,0.88,
2024-08-04,0.85,
2024-08-05,0.91,
2024-08-06,0.89,
2024-08-07,0.89,3.58
2024-08-08,0.87,
2024-08-09,0.86,
2024-08-10,0.87,
2024-08-11,0.85,
2024-08-12,0.84,
2024-08-13,0.9,
2024-08-14,0.9,
2024-08-15,0.93,
2024-08-16,0.9,3.77
2024-08-17,0.95,
2024-08-18,0.92,
2024-08-19,0.91,3.8
2024-08-20,0.94,3.78
2024-08-21,0.93,3.71
2024-08-22,0.92,3.63
2024-08-23,0.88,3.65
2024-08-24,0.88,3.66
2024-08-25,0.92,3.68
2024-08-26,0.92,3.71
2024-08-27,0.86,3.64
2024-08-28,0.89,3.66
2024-08-29,0.89,3.65
2024-08-30,0.88,3.58
2024-08-31,0.87,3.65
2024-09-01,0.91,3.67
2024-09-02,0.89,3.63
2024-09-03,0.93,3.71
2024-09-04,0.89,3.66
2024-09-05,0.84,3.57
2024-09-06,0.83,3.58
2024-09-07,0.87,3.62
2024-09-08,0.85,3.61
2024-09-09,0.85,3.57
2024-09-10,0.85,3.56
2024-09-11,0.85,3.6
2024-09-12,0.87,3.63
2024-09-13,0.85,3.62
2024-09-14,0.88,3.65
2024-09-15,0.88,3.67
2024-09-16,0.87,3.64
2024-09-17,0.9,3.66
2024-09-18,0.93,3.81
2024-09-19,0.92,3.74
2024-09-20,0.87,3.69
2024-09-21,0.86,3.63
2024-09-22,0.87,3.63
2024-09-23,0.87,3.63
2024-09-24,0.85,3.6
2024-09-25,0.86,3.59
2024-09-26,0.89,3.64
2024-09-27,0.84,3.59
2024-09-28,0.86,3.61
2024-09-29,0.85,3.59
2024-09-30,0.88,3.62
2024-10-01,0.87,3.63
2024-10-02,0.87,3.62
2024-10-03,0.89,3.64
2024-10-04,0.88,3.63
2024-10-05,0.88,3.62
2024-10-06,0.88,3.64
2024-10-07,0.88,3.64
2024-10-08,0.89,3.65
2024-10-09,0.93,3.71
2024-10-10,0.93,3.66
2024-10-11,0.9,3.58
2024-10-12,0.91,3.61
2024-10-13,0.91,3.61
2024-10-14,0.88,3.58
2024-10-15,0.85,3.52
2024-10-16,0.85,3.53
2024-10-17,0.87,3.54
2024-10-18,0.83,3.55
2024-10-19,0.83,3.51
2024-10-20,0.83,3.48
2024-10-21,0.83,3.48
2024-10-22,0.84,3.46
2024-10-23,0.86,3.51
2024-10-24,0.86,3.52
2024-10-25,0.83,3.48
2024-10-26,0.84,3.48
2024-10-27,0.84,3.48
2024-10-28,0.84,3.49
2024-10-29,0.84,3.48
2024-10-30,0.83,3.47
2024-10-31,0.83,3.47
2024-11-01,0.83,3.47
2024-11-02,0.84,3.48
2024-11-03,0.84,3.48
2024-11-04,0.84,3.48
2024-11-05,0.83,3.46
2024-11-06,0.82,3.46
2024-11-07,0.82,3.43
2024-11-08,0.82,3.46
2024-11-09,0.82,3.46
2024-11-10,0.81,3.47
2024-11-11,0.82,3.46
2024-11-12,0.82,3.47
2024-11-13,0.83,3.47
2024-11-14,0.82,3.47
2024-11-15,0.82,3.46
2024-11-16,0.83,3.46
2024-11-17,0.83,3.47
2024-11-18,0.83,3.47
2024-11-19,0.83,3.47
2024-11-20,0.87,3.46
2024-11-21,0.82,3.46
2024-11-22,0.82,3.46
2024-11-23,0.83,3.46
2024-11-24,0.83,3.45
2024-11-25,0.83,3.46
2024-11-26,0.83,3.46
2024-11-27,0.84,3.51
2024-11-28,0.82,3.54
2024-11-29,0.82,3.46
2024-11-30,0.82,3.46
2024-12-01,0.82,3.46
2024-12-02,0.82,3.46
2024-12-03,0.84,3.47
2024-12-04,0.83,3.46
2024-12-05,0.83,3.47
2024-12-06,0.83,3.46
2024-12-07,0.83,3.46
2024-12-08,0.83,3.44
2024-12-09,0.83,3.45
2024-12-10,0.83,3.44
2024-12-11,0.83,3.45
2024-12-12,0.83,3.44
2024-12-13,0.83,3.44
2024-12-14,0.83,3.44
2024-12-15,0.83,3.44
2024-12-16,0.83,3.43
2024-12-17,0.86,3.44
2024-12-18,0.84,3.45
2024-12-19,0.83,3.44
2024-12-20,0.83,3.44
2024-12-21,0.83,3.44
2024-12-22,0.83,3.44
2024-12-23,0.83,3.45
2024-12-24,0.83,3.45
2024-12-25,0.83,3.45
2024-12-26,0.84,3.47
2024-12-27,0.84,3.45
2024-12-28,0.85,3.5
2024-12-29,0.84,3.5
2024-12-30,0.83,3.49
2024-12-31,0.83,3.5
2025-01-01,0.82,3.46
2025-01-02,0.82,3.46
2025-01-03,0.83,3.47
2025-01-04,0.83,3.45
2025-01-05,0.83,3.45
2025-01-06,0.82,3.45
2025-01-07,0.83,3.45
2025-01-08,0.83,3.45
2025-01-09,0.83,3.46
2025-01-10,0.83,3.45
2025-01-11,0.83,3.46
2025-01-12,0.83,3.44
2025-01-13,0.83,3.45
2025-01-14,0.83,3.47
2025-01-15,0.83,3.44
2025-01-16,0.82,3.45
2025-01-17,0.83,3.45
2025-01-18,0.83,3.45
2025-01-19,0.82,3.42
2025-01-20,0.83,3.46
2025-01-21,0.83,3.42
2025-01-22,0.83,3.45
2025-01-23,0.83,3.42
2025-01-24,0.83,3.47
2025-01-25,0.83,3.42
2025-01-26,0.83,3.42
2025-01-27,0.83,3.42
2025-01-28,0.83,3.41
2025-01-29,0.82,3.41
2025-01-30,0.82,3.41
2025-01-31,0.83,3.43
2025-02-01,0.82,3.43
2025-02-02,0.82,3.48
2025-02-03,0.83,3.7
2025-02-04,0.83,3.6
2025-02-05,0.83,3.6
2025-02-06,0.83,3.51
2025-02-07,0.83,3.49
2025-02-08,0.84,3.87
2025-02-09,0.83,3.54
2025-02-10,0.83,3.51
2025-02-11,0.83,3.5
2025-02-12,0.83,3.49
2025-02-13,0.83,3.52
2025-02-14,0.84,3.5
2025-02-15,0.83,3.56
2025-02-16,0.83,3.5
2025-02-17,0.83,3.48
2025-02-18,0.83,3.46
2025-02-19,0.83,3.45
2025-02-20,0.83,3.46
2025-02-21,0.83,3.46
2025-02-22,0.83,3.46
2025-02-23,0.83,3.46
2025-02-24,0.83,3.46
2025-02-25,0.84,3.49
2025-02-26,0.83,3.51
2025-02-27,0.83,3.5
2025-02-28,0.83,3.49
2025-03-01,0.83,3.5
2025-03-02,0.84,3.52
2025-03-03,0.84,3.58
2025-03-04,0.84,3.62
2025-03-05,0.84,3.68
2025-03-06,0.84,3.61
2025-03-07,0.85,3.9
2025-03-08,0.85,3.68
2025-03-09,0.84,3.58
2025-03-10,0.84,3.56
2025-03-11,0.84,3.55
2025-03-12,0.84,3.5
2025-03-13,0.84,3.49
2025-03-14,0.84,3.51
2025-03-15,0.83,3.52
2025-03-16,0.83,3.51
2025-03-17,0.83,3.48
2025-03-18,0.82,3.47
2025-03-19,0.82,3.46
2025-03-20,0.82,3.46
2025-03-21,0.82,3.45
2025-03-22,0.82,3.45
2025-03-23,0.82,3.45
2025-03-24,0.82,3.45
2025-03-25,1.14,3.96
2025-03-26,1.15,4.02
2025-03-27,1.15,4.02
2025-03-28,1.15,4.01
2025-03-29,1.15,4.01
2025-03-30,1.16,4.01
2025-03-31,1.15,4.02
2025-04-01,1.15,4.02
2025-04-02,1.15,4.04
2025-04-03,1.14,4.03
2025-04-04,1.15,4.03
2025-04-05,1.15,4.01
2025-04-06,1.15,4.02
2025-04-07,1.15,4.02
2025-04-08,1.15,4.02
2025-04-09,1.16,4.02
2025-04-10,0.93,3.67
2025-04-11,1.15,4.03
2025-04-12,1.15,4.01
2025-04-13,1.15,4.01
2025-04-14,1.16,4.01
2025-04-15,1.16,4.01
2025-04-16,1.16,4.01
2025-04-17,1.16,4.03
2025-04-18,1.17,4.08
2025-04-19,1.17,4.04
2025-04-20,1.15,4.01
2025-04-21,1.15,4.04
2025-04-22,1.16,4.03
2025-04-23,1.15,4.02
2025-04-24,1.15,4.06
2025-04-25,1.1,3.98
2025-04-26,1.1,3.97
2025-04-27,1.1,3.95
2025-04-28,1.1,3.95
2025-04-29,1.05,3.86
2025-04-30,1.05,3.82
2025-05-01,1.05,3.91
2025-05-02,1.05,3.9
2025-05-03,0.83,3.87
2025-05-04,1.02,3.84
2025-05-05,1.01,3.86
2025-05-06,1.02,3.92
2025-05-07,1.04,3.93
2025-05-08,1.0,3.91
2025-05-09,1.02,3.93
2025-05-10,0.97,3.84
2025-05-11,0.98,3.82
2025-05-12,0.95,3.76
2025-05-13,0.96,3.83
2025-05-14,0.97,3.85
2025-05-15,0.94,3.82
2025-05-16,1.49,4.66
2025-05-17,1.46,4.63
2025-05-18,1.49,4.68
2025-05-19,1.5,4.77
2025-05-20,1.95,5.4
2025-05-21,1.95,5.41
2025-05-22,1.95,5.4
2025-05-23,1.91,5.35
2025-05-24,1.89,5.31
2025-05-25,1.92,5.35
2025-05-26,1.9,5.36
2025-05-27,1.88,5.32
2025-05-28,1.45,4.7
2025-05-29,0.89,3.77
2025-05-30,0.91,3.72
2025-05-31,0.91,3.71
2025-06-01,0.91,3.7
2025-06-02,0.94,3.72
2025-06-03,0.87,3.61
2025-06-04,1.4,4.5
2025-06-05,1.41,4.55
2025-06-06,1.42,4.62
2025-06-07,1.42,4.6
2025-06-08,1.46,4.65
2025-06-09,1.44,4.6
2025-06-10,1.46,4.62
2025-06-11,1.46,4.62
2025-06-12,1.48,4.62
2025-06-13,1.47,4.64
2025-06-14,1.46,4.63
2025-06-15,1.47,4.64
2025-06-16,1.47,4.62
2025-06-17,1.46,4.61
2025-06-18,1.44,4.59
2025-06-19,1.44,4.61
2025-06-20,1.42,4.56
2025-06-21,1.43,4.53
2025-06-22,1.41,4.55
2025-06-23,1.43,4.57
2025-06-24,0.83,3.84
2025-06-25,0.8,3.53
2025-06-26,0.81,3.49
2025-06-27,0.84,3.52
2025-06-28,0.84,3.53
2025-06-29,0.79,3.46
2025-06-30,0.82,3.47
2025-07-01,0.81,3.44
2025-07-02,0.82,3.44
2025-07-03,0.83,3.49
2025-07-04,0.81,3.48
2025-07-05,0.85,3.53
2025-07-06,0.84,3.54
2025-07-07,0.82,3.48
2025-07-08,0.77,3.44
2025-07-09,0.79,3.38
2025-07-10,0.77,3.39
2025-07-11,0.97,3.73
2025-07-12,0.85,3.49
2025-07-13,0.86,3.53
2025-07-14,0.83,3.48
2025-07-15,0.82,3.47
2025-07-16,0.82,3.48
2025-07-17,0.8,3.48
2025-07-18,0.85,3.5
2025-07-19,0.84,3.56
2025-07-20,0.83,3.55
2025-07-21,0.89,3.58
2025-07-22,0.85,3.57
2025-07-23,0.87,3.54
2025-07-24,0.87,3.53
2025-07-25,0.86,3.53
2025-07-26,0.88,3.55
2025-07-27,0.89,3.56
2025-07-28,0.87,3.56
2025-07-29,0.88,3.54
2025-07-30,0.87,3.57
2025-07-31,0.83,3.54
2025-08-01,0.86,3.55
2025-08-02,0.85,3.54
2025-08-03,0.83,3.52
2025-08-04,0.87,3.57
2025-08-05,1.38,4.28
2025-08-06,1.39,4.47
2025-08-07,1.39,4.46
2025-08-08,1.4,4.48
2025-08-09,1.38,4.46
2025-08-10,1.42,4.51
2025-08-11,1.43,4.53
2025-08-12,1.41,4.48
2025-08-13,1.41,4.55
2025-08-14,1.42,4.53
2025-08-15,1.41,4.54
2025-08-16,1.4,4.5
2025-08-17,1.42,4.51
2025-08-18,1.41,4.53
2025-08-19,1.43,4.57
2025-08-20,1.42,4.55
2025-08-21,1.43,4.55
2025-08-22,1.42,4.56
2025-08-23,1.43,4.54
2025-08-24,1.47,4.67
2025-08-25,1.49,4.69
2025-08-26,1.46,4.61
2025-08-27,1.49,4.73
2025-08-28,1.49,4.71
2025-08-29,1.52,4.76
2025-08-30,1.5,4.73
2025-08-31,1.51,4.72
2025-09-01,1.52,4.74
2025-09-02,1.49,4.69
2025-09-03,1.48,4.67
2025-09-04,1.48,4.68
2025-09-05,1.47,4.67
2025-09-06,1.46,4.66
2025-09-07,1.47,4.68
2025-09-08,1.49,4.69
2025-09-09,1.47,4.67
2025-09-10,1.48,4.68
2025-09-11,1.49,4.69
2025-09-12,1.5,4.73
2025-09-13,1.52,4.76
2025-09-14,1.52,4.78
2025-09-15,1.52,4.76
2025-09-16,1.54,4.78
2025-09-17,1.53,4.76
2025-09-18,1.53,4.78
2025-09-19,1.52,4.76
2025-09-20,1.52,4.78
2025-09-21,1.53,4.78
2025-09-22,1.53,4.79
2025-09-23,1.52,4.79
2025-09-24,1.54,4.79
2025-09-25,1.55,4.81
2025-09-26,1.54,4.8
2025-09-27,1.53,4.77
2025-09-28,1.55,4.8
2025-09-29,1.55,4.81
2025-09-30,1.55,4.8
2025-10-01,1.56,4.84
2025-10-02,1.07,4.0
2025-10-03,1.04,3.95
2025-10-04,1.12,4.04
2025-10-05,1.13,4.12
2025-10-06,1.13,4.08
2025-10-07,0.81,3.58
2025-10-08,0.81,3.5
2025-10-09,0.8,3.5
2025-10-10,0.81,3.48
2025-10-11,0.81,3.55
2025-10-12,0.81,3.51
2025-10-13,0.81,3.52
2025-10-14,0.82,3.51
2025-10-15,0.8,3.5
2025-10-16,0.8,3.46
2025-10-17,0.81,3.53
2025-10-18,0.8,3.5
2025-10-19,0.8,3.49
2025-10-20,0.8,3.48
2025-10-21,0.81,3.47
2025-10-22,0.8,3.47
2025-10-23,0.8,3.45
2025-10-24,0.8,3.46
2025-10-25,0.8,3.45
2025-10-26,0.8,3.46
2025-10-27,0.81,3.45
2025-10-28,0.81,3.46
2025-10-29,0.8,3.44
2025-10-30,0.8,3.45
2025-10-31,0.8,3.45
2025-11-01,0.8,3.45
2025-11-02,0.81,3.46
2025-11-03,0.81,3.46
2025-11-04,0.8,3.47
2025-11-05,0.8,3.42
2025-11-06,0.8,3.43
2025-11-07,0.8,3.43
2025-11-08,0.8,3.45
2025-11-09,0.81,3.44
2025-11-10,0.81,3.44
2025-11-11,0.82,3.45
2025-11-12,0.81,3.43
2025-11-13,0.81,3.43
2025-11-14,0.81,3.44
2025-11-15,0.8,3.42
2025-11-16,0.81,3.42
2025-11-17,0.82,3.46
2025-11-18,0.8,3.4
2025-11-19,0.81,3.42
2025-11-20,0.8,3.41
2025-11-21,0.79,3.42
2025-11-22,0.79,3.42
2025-11-23,0.79,3.42
2025-11-24,0.8,3.43
2025-11-25,0.8,3.42
2025-11-26,0.8,3.42
2025-11-27,0.79,3.41
2025-11-28,0.79,3.41
2025-11-29,0.79,3.42
2025-11-30,0.79,3.42
2025-12-01,0.79,3.44
2025-12-02,0.78,3.53
2025-12-03,0.78,3.41
2025-12-04,0.78,3.41
2025-12-05,0.78,3.41
2025-12-06,0.78,3.41
2025-12-07,0.79,3.54
2025-12-08,0.78,3.44
2025-12-09,0.78,3.42
2025-12-10,0.84,3.45
2025-12-11,0.78,3.41
2025-12-12,0.78,3.4
2025-12-13,0.92,3.74
2025-12-14,0.79,3.41
2025-12-15,0.79,3.42
2025-12-16,0.79,3.42
2025-12-17,0.79,3.42
2025-12-18,0.8,3.46
2025-12-19,0.79,3.44
2025-12-20,0.79,
2025-12-21,0.8,
2025-12-22,0.79,3.44
2025-12-23,0.79,3.42
2025-12-24,0.79,3.42
2025-12-25,0.79,3.41
2025-12-26,0.79,3.44
2025-12-27,0.8,3.43
2025-12-28,0.79,3.49
2025-12-29,0.78,3.44
2025-12-30,0.81,3.43
2025-12-31,0.79,3.42
