Site_ID,Site_Name,Local_Upstream_Latitude,Local_Upstream_Longitude,Local_Upstream_Elevation_ft,Local_Downstream_Latitude,Local_Downstream_Longitude,Local_Downstream_Elevation_ft,Point_to_Point_Distance_ft,Elevation_Drop_ft,Bed_Slope_ft_per_ft,Bed_Slope_percent,Offset_Method,Elevation_Query_UTC,Raster_ID,Resolution_m,Source_Measurement_Date
USGS-10155500,"Provo River Near Charleston, UT",40.48497754961166,-111.46315123739879,5434.601725,40.48326666564257,-111.46388838074716,5432.809117,656.167979,1.792607,0.00273193,0.273193,Two EPQS point queries placed 100 m upstream/downstream from the site along the 10155200→10155500 bearing,2026-03-23T21:07:49Z,37230,1,Not exposed by EPQS response
