Site_ID,Site_Name,Local_Upstream_Latitude,Local_Upstream_Longitude,Local_Upstream_Elevation_ft,Local_Downstream_Latitude,Local_Downstream_Longitude,Local_Downstream_Elevation_ft,Point_to_Point_Distance_ft,Elevation_Drop_ft,Bed_Slope_ft_per_ft,Bed_Slope_percent,Offset_Method,Elevation_Query_UTC,Raster_ID,Resolution_m,Source_Measurement_Date
USGS-10155200,"Provo Riv at Riv Road Bridge NR Heber City, UT",40.555253482854376,-111.43287362525668,5698.19391,40.55354261975893,-111.43361153874423,5693.059187,656.167979,5.134723,0.00782532,0.782532,Two EPQS point queries placed 100 m upstream/downstream from the site along the 10155200→10155500 bearing,2026-03-23T21:07:49Z,37230,1,Not exposed by EPQS response
